Neurodiversity,Posted By,Employer,Post Type,Time Posted,Content,Likes,Comments,Shares,Timestamp Collected,Post URL,Post ID,hashtags,diseases,medical_advice,topic,workplace_related,medical_medicine_related,discrimination,medicine_related,relational_challenges,social_emotional_challenges,managing_diseases
Depression,an Associate Consultant,San Diego State University,Career Pivot,4 months,"Struggling, I can’t imagine I’m the only one whose thought this way - if you did how did you move forward

1. I’m in a role I don’t enjoy
2. I think about things I could do instead
3. I think about how I’d get qualified to do that other thing

I either come to the conclusion that the other thing is either:
A) Out of reach bc of time/money/energy required to get there
B) Require a major lifestyle adjustment that I’m not willing make - moving away from community, salary, etc.

Cue depression 🙃",2.0,2.0,2.0,9/21/24 12:23,https://www.fishbowlapp.com/post/struggling-i-cant-imagine-im-the-only-one-whose-thought-this-way-if-you-did-how-did-you-move-forward1-im-in-a-role-i-dont-enjoy-2-5zbd-5,414.0,No hashtags found,Depression,No.,Career dissatisfaction and change.,Yes.,No.,Yes.,No.,No.,Yes.,No.
Depression,an Associate,San Diego State University,"Houston, TX",a year,Any recommendations for a psychiatrist in Houston? Looking for someone to help with my anxiety and depression.,1.0,8.0,,9/21/24 12:23,https://www.fishbowlapp.com/post/any-recommendations-for-a-psychiatrist-in-houston-looking-for-someone-to-help-with-my-anxiety-and-depression,415.0,No hashtags found,Depression,No.,Psychiatrist in Houston,No.,No.,No.,Yes.,No.,No.,No
Depression,a Copywriter,San Diego State University,Christians in Advertising,a year,How do you all handle anxiety and depression? Prayer is my number one resource but the length of this season gets a bit exhausting.,1.0,3.0,,9/21/24 12:23,https://www.fishbowlapp.com/post/how-do-you-all-handle-anxiety-and-depression-prayer-is-my-number-one-resource-but-the-length-of-this-season-gets-a-bit,416.0,No hashtags found,Anxiety,No.,Coping with anxiety/de,No.,No.,No.,No.,No.,No.,No
Depression,a Procurement,San Diego State University,Depression/Anxiety Talk,3 months,"My wife has depression and anxiety. She is still in denial about it all. She is also a PTSD Army vet. I am trying my best to stick it out with her. She is not taking meds or talking consistently to a therapist. She lives in a negative under tone. It has all gotten worse over the last 10 years. I keep getting pushed away. She needs an intervention really bad. But, her making everyone feel like nothing is wrong with her has become her goal nowadays. What should I do? Leave or stay? I feel lost.",3.0,4.0,,9/21/24 12:24,https://www.fishbowlapp.com/post/my-wife-has-depression-and-anxiety-she-is-still-in-denial-about-it-all-she-is-also-a-ptsd-army-vet-i-am-trying-my-best-to-stick,417.0,No hashtags found,Depression,No.,Mental health intervention.,No.,No.,No.,No.,Yes.,No.,No.
Depression,a Senior Account Supervisor 1,San Diego State University,Depression/Anxiety Talk,a year,"Can you get the same pay and position if you plan a baby and go on a 1 year break?
I am 30 and my family is pressurizing me. I see it as a big responsibility for my mental health.

1. I might get post delivery depression
2. I am a freelance designer earning good money but I may not excel in my career if I take this break.
3. Kids be normal, if they don't i am not confident if I am capable of taking care of special needs child. My life will be gone and I'll b guilty.

Looking for advice.",2.0,4.0,,9/21/24 12:24,https://www.fishbowlapp.com/post/can-you-get-the-same-pay-and-position-if-you-plan-a-baby-and-go-on-a-1-year-break-i-am-30-and-my-family-is-pressurizing-me-i-see-it,418.0,No hashtags found,Anxiety,No.,Maternity leave and career,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Senior Associate 1,San Diego State University,Depression/Anxiety Talk,8 months,Well looks like my manager decided to re-do most of my work. When there was never any clear direction to begin with. Let the depression continue….,10.0,4.0,1.0,9/21/24 12:25,https://www.fishbowlapp.com/post/well-looks-like-my-manager-decided-to-re-do-most-of-my-work-when-there-was-never-any-clear-direction-to-begin-with-let-the,419.0,No hashtags found,Depression,No.,Managerial direction.,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Consultant,San Diego State University,Depression/Anxiety Talk,2 months,"I'm struggling to cope with a combination of chronic pain, unemployment, sleep issues, and relationship problems, on top of my ongoing depression and anxiety. Despite medication and therapy, I find it impossible to muster the energy for suggested activities like exercise or hobbies. How do you manage to keep going when everything feels overwhelming?",6.0,2.0,1.0,9/21/24 12:25,https://www.fishbowlapp.com/post/im-struggling-to-cope-with-a-combination-of-chronic-pain-unemployment-sleep-issues-and-relationship-problems-on-top-of,420.0,No hashtags found,Depression,No,Coping with multiple challenges,No.,No.,No.,No.,No.,No.,No.
Depression,a Manager 1,San Diego State University,Depression/Anxiety Talk,8 months,I dread getting up and going to work today. I think my depression and anxiety has become so overwhelming that it’s impacting how I function. I so hate the way I feel right now. I know I need to be gentle with myself I wish this feeling would go away.,11.0,2.0,,9/21/24 12:25,https://www.fishbowlapp.com/post/i-dread-getting-up-and-going-to-work-today-i-think-my-depression-and-anxiety-has-become-so-overwhelming-that-its-impacting-how-i-function,421.0,No hashtags found,Depression,No.,Mental health at work,Yes.,No.,No.,No.,No.,No.,Yes.
Depression,a Human Resources Manager,San Diego State University,Grieving Professionals,10 months,"I lost my son 9.5 years ago, 2-months before his 18th birthday. It was a tragic accident, unexpected and traumatizing. I am still struggling with depression - especially during the holidays. I thought I'd jump into this group and see if I can offer some advice, and also receive support.",7.0,2.0,,9/21/24 12:26,https://www.fishbowlapp.com/post/i-lost-my-son-9-5-years-ago-2-months-before-his-18th-birthday-it-was-a-tragic-accident-unexpected-and-traumatizing-i-am-still,422.0,No hashtags found,PTSD,No.,Grief and loss.,No.,No.,No.,No.,No.,No.,No.
Depression,a Team Member,San Diego State University,Depression/Anxiety Talk,a year,Anyone else here experience bullying at work? I finally snapped and need to think about a job that I enjoy again . I have no idea what that would be. Thoughts? I have depression and anxiety and anxiety in therapy once a week I need a job I could enjoy daily.,1.0,4.0,,9/21/24 12:26,https://www.fishbowlapp.com/post/anyone-else-here-experience-bullying-at-work-i-finally-snapped-and-need-to-think-about-a-job-that-i-enjoy-again-i-have-no-idea,423.0,No hashtags found,Depression,No.,Workplace bullying.,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Project Manager 1,San Diego State University,Addiction & Sobriety,a year,I thought money and fear of failure was the reason I was having severe anxiety attacks and draining depression… guess what?,3.0,5.0,,9/21/24 12:27,https://www.fishbowlapp.com/post/i-thought-money-and-fear-of-failure-was-the-reason-i-was-having-severe-anxiety-attacks-and-draining-depression-guess,424.0,No hashtags found,Anxiety,No.,Anxiety and depression.,No.,No.,No.,No.,No.,No.,No
Depression,a Recruiter,San Diego State University,ADHD Professionals,4 months,"Job instability in the recruiting industry has wrecked havoc on my mental health adding major depression and worsening my executive dysfunction .

Some of the contract roles I’ve done have had mean managers and really rigid. Others were ruined by constant layoffs. Altogether though, I haven’t been at a job for a full year since 2021. Since then it has been contract jobs. When I did have a really well paying job I was laid off with so many others wihin the company “restructure”.",4.0,6.0,1.0,9/21/24 12:27,https://www.fishbowlapp.com/post/job-instability-in-the-recruiting-industry-has-wrecked-havoc-on-my-mental-health-adding-major-depression-and-worsening-my,425.0,No hashtags found,Depression,No.,Job instability and mental health,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Consultant,San Diego State University,Confession,a year,Your experience with CBD for anxiety and depression?,2.0,3.0,,9/21/24 12:27,https://www.fishbowlapp.com/post/your-experience-with-cbd-for-anxiety-and-depression,426.0,No hashtags found,Anxiety,No.,CBD for mental health.,No.,No.,No.,Yes.,No.,No.,Yes.
Depression,a Manager 1,San Diego State University,ADHD Consultants,2 months,"I couldn’t be with a loved one as they were dying during COVID times. It broke me, but I fought hard to bring myself out of depression. After 4 yrs, when I reached a state of joy, my manager berated me in front of a colleague. It killed my spirit all over again. I am getting better but have sudden bouts of anxiety and feeling small and sad. Any advice on how to recover? I don’t have luck w therapists, and would welcome other ideas.",1.0,7.0,,9/21/24 12:28,https://www.fishbowlapp.com/post/i-couldnt-be-with-a-loved-one-as-they-were-during-covid-times-it-broke-me-but-i-fought-hard-to-bring-myself-out-of-depression,427.0,No hashtags found,Depression,No.,Recovering from emotional trauma,Yes.,No.,No.,No.,No.,No.,No.
Depression,an Analyst,San Diego State University,ADHD Consultants,4 months,Has anyone taken short term disability for mental health and willing to share some high level details? I have a documented history of anxiety and depression and just need to take some time away. I’ve never considered as an option until a coworker mentioned they’re taking leave for mental health. I understand the processes are different but if you could share any insight on the below I’d appreciate it: (cont in comments),1.0,5.0,,9/21/24 12:28,https://www.fishbowlapp.com/post/has-anyone-taken-short-term-disability-for-mental-health-and-willing-to-share-some-high-level-details-i-have-a-documented-history,428.0,No hashtags found,Depression,No,"Short term disability, mental",Yes.,No.,No.,No,No.,No.,No
Depression,a Director 1,San Diego State University,Fertility Bowl,6 months,"Heyy, have any of you tried Myo-Inositol? I’m trying to balance my hormones but I don’t want to be on birth control, everytime I use it I go into severe anxiety and depression and wind up on fluoxetine but when I get off BC i’m fine mentally, it’s just that my face grows a beard and my cheeks are covered in hyperpigmentation and acne and I literally only wear make up once or twice a year if there’s a wedding.",1.0,4.0,,9/21/24 12:29,https://www.fishbowlapp.com/post/heyy-have-any-of-you-tried-myo-inositol-im-trying-to-balance-my-hormones-but-i-dont-want-to-be-on-birth-control-everytime-i-use,429.0,No hashtags found,Anxiety,No.,Balancing hormones without BC,No.,No.,No.,Yes.,No.,No.,No.
Depression,a Research Assistant,San Diego State University,Science & Research,6 months,"Anyone else who cries a little before before work? I like to let it out as I walk to my workplace. It's not sadness or depression, just a small release of emotions haha",4.0,2.0,,9/21/24 12:29,https://www.fishbowlapp.com/post/anyone-else-who-cries-a-little-before-before-work-i-like-to-let-it-out-as-i-walk-to-my-workplace-its-not-sadness-or-depression-just,430.0,No hashtags found,Anxiety,No.,Crying before work.,Yes.,No.,No.,No.,No.,No.,No.
Depression,a Manager,San Diego State University,Depression/Anxiety Talk,4 months,"I’m reading these posts about people struggling with depression/anxiety/failure, etc. I used to be one of them. For a period of 4 months straight I didn’t talk to anyone and was closed off in my home. I couldn’t afford therapy and I was struggling bad. But time heals all. I didn’t think I would overcome those feelings but I did along with time. Just remember, whatever you’re going through right now, it’s temporary. Not permanent. It may not seem like it, but give it time. One day at a time.",12.0,0.0,1.0,9/21/24 12:30,https://www.fishbowlapp.com/post/im-reading-these-posts-about-people-struggling-with-depressionanxietyfailure-etc-i-used-to-be-one-of-them-for-a-period-of,431.0,No hashtags found,Depression,No.,Overcoming mental health struggles,No.,No.,No.,No.,No.,No.,No.
