Neurodiversity	Posted By	Employer	Time Posted	Content	Reactions	Timestamp Collected	Post URL	Hierarchy	Post ID	Comment ID,Neurodiversity,Posted By,Employer,Time Posted,Content,Reactions,Timestamp Collected,Post URL,Hierarchy,Post ID,Comment ID
,Autism,Other,a Technical Lead 1,7d,"I would suggest taking a while to research or think about what industry would be better for you.

From my limited knowledge about autism it sounds like some tech roles could be a good fit, like maybe programmer or QA tester. Not really sure how the ADHD would factor in the equation.

In the past I used a web app that analyzes skills, likes and dislikes and suggests roles and career paths, maybe it could be of help to you (https://www.mysmartcareer.site/)

Good luck with your change",2,2024-09-19 21:56:59,https://www.fishbowlapp.com/post/hi-everyone-ive-worked-for-five-years-in-audit-and-compliance-and-im-honestly-so-done-with-the-industry-i-have-adhd-and-autism,1.0,78.0,16.0
,Autism,Other,Authora Consultant,24d,It sounds like I wrote it! Lol. Fatal error. Never again will I disclose my autism. Never.,1,2024-09-19 21:58:32,https://www.fishbowlapp.com/post/hey-peeps-i-disclosed-my-autism-to-my-direct-manager-and-this-led-to-micromanagement-im-a-very-autonomous-person-and-hate,1.0,82.0,17.0
,Autism,Other,a Quality Control Inspector 1,20d,"There is always hope. Try to offer your services and not only to search for open jobs. Look where something can be done that you know how to do and offer your services- its better than interview and its exciting to create your own ideas and life path. Dont be ashamed and dont feel less valued while you offering your services. You need to be proud when you taking your own initiative- its like entrepreneur experience. Also you are young and have enough time to grow your experience first and money will came with that growth.

Brainstorm your strengths and skils on the paper and look in your town where things aren't so smooth. Try to imagine your role in all gaps that you see in you enviroment, write them down. When you finished that preparation go to offer your services one by one to the weakest spots of your town. Take all jobs that you can contribute with value and never stop untill you find what you want.",,2024-09-19 21:59:30,https://www.fishbowlapp.com/post/i-have-autism-level-2-i-left-school-at-13-which-then-just-led-me-to-be-neglected-and-abused-by-my-alcoholic-mother-for-all-my,1.0,84.0,18.0
,Autism,Other,,19d,Hi. Things will get better promise. Try to find a part time job ie supermarket to keep busy. In the meantime get a id from the DMV.,,2024-09-19 21:59:30,https://www.fishbowlapp.com/post/i-have-autism-level-2-i-left-school-at-13-which-then-just-led-me-to-be-neglected-and-abused-by-my-alcoholic-mother-for-all-my,1.0,84.0,19.0
,Autism,Other,Authora Retail Sales Associate,a year,It feels so wrong when I never had much issue up until this point. Let's just say I am devastated and trying to plan this out accordingly.,1,2024-09-19 22:00:19,https://www.fishbowlapp.com/post/a-mishap-unfolded-involving-a-coworker-talking-about-there-childs-autism-and-them-saying-that-melt-downs-and-tantrums,1.0,86.0,20.0
,Autism,Other,Authora Social Content Analyst,a month,"I’m sorry you’re going through this. I know sometimes situations like this can feel so overwhelming and idea of finding a Dr and getting a diagnosis feel so daunting but just take the steps to get the diagnosis. I was diagnosed with ADD in my 40’s and it took one appt. The diagnosis was such a relief bc it explained so much for me. In the meantime, if you feel comfortable, share with your team and HR and manager that you’re on the spectrum and things that might come naturally to others are struggles for you. They can’t hold that against you. And if they do, that’s not the place for you. I think workplaces have to wake up to the fact that diversity will also include neuro.

Message me if you wanna chat. You’re not alone",2,2024-09-19 22:00:42,https://www.fishbowlapp.com/post/im-having-the-same-challenges-at-my-new-job-as-i-have-had-at-every-other-job-i-keep-hitting-the-same-wall-when-it-comes-to-social,1.0,87.0,21.0
,Autism,Author,Authora Social Content Analyst,a month,"Thank you, I really appreciate this",,2024-09-19 22:00:42,https://www.fishbowlapp.com/post/im-having-the-same-challenges-at-my-new-job-as-i-have-had-at-every-other-job-i-keep-hitting-the-same-wall-when-it-comes-to-social,2.0,87.0,22.0
,Autism,Author,Authora Social Content Analyst,a month,"Thank you, I really appreciate this",,2024-09-19 22:00:42,https://www.fishbowlapp.com/post/im-having-the-same-challenges-at-my-new-job-as-i-have-had-at-every-other-job-i-keep-hitting-the-same-wall-when-it-comes-to-social,1.0,87.0,23.0
,Autism,Other,an Administrative Assistant 1,7 months,"Many states have programs that people with any type of disability can get help finding work, etc. In Ohio it is called Opportunities for Ohioans with Disabilities ""OOD."" These programs help you find and maintain employment. I highly recommend looking into what your state has to offer. Good luck.",2,2024-09-19 22:01:06,https://www.fishbowlapp.com/post/these-past-few-monthshalf-year-have-been-difficult-for-me-and-im-rapidly-loosing-motivation-by-the-day-so-for-context-my-previous,1.0,88.0,24.0
,Autism,Other,Procter & Gamble 1,8 months,F,,2024-09-19 22:01:30,https://www.fishbowlapp.com/post/has-anyone-with-autism-requested-remote-work-as-a-reasonable-accommodation-under-ada-even-while-the-firm-is-pushing-return,1.0,89.0,25.0
,Autism,Other,"Frontier Communications Parent, Inc 1",3 months,File unemployment you can still work and collect as long as you list the hours worked,1,2024-09-19 22:01:53,https://www.fishbowlapp.com/post/so-i-got-a-job-at-the-local-five-below-as-a-cashier-i-helped-open-the-store-and-now-im-just-on-call-havent-worked-in-2-weeks-is-this,1.0,90.0,26.0
,Autism,Other,,3 months,Where and my num0727332868,,2024-09-19 22:01:53,https://www.fishbowlapp.com/post/so-i-got-a-job-at-the-local-five-below-as-a-cashier-i-helped-open-the-store-and-now-im-just-on-call-havent-worked-in-2-weeks-is-this,2.0,90.0,27.0
,Autism,Other,,3 months,Where and my num0727332868,,2024-09-19 22:01:53,https://www.fishbowlapp.com/post/so-i-got-a-job-at-the-local-five-below-as-a-cashier-i-helped-open-the-store-and-now-im-just-on-call-havent-worked-in-2-weeks-is-this,1.0,90.0,28.0
,Autism,Other,Authora Mechanical Engineer,a year,"I guess in addition to this, is there something out there that would be better? I'm in a manufacturing plant environment and most if not all my problems with personnel have been miscommunications because they don't say what they mean",,2024-09-19 22:02:16,https://www.fishbowlapp.com/post/im-still-a-pretty-new-engineer-grad-2022-and-im-struggling-to-figure-out-how-to-operate-well-in-a-work-place-in-addition-to,1.0,91.0,29.0
,Autism,Other,a Program Manager 1,8 months,"Nothing wrong with you, friend! I never thought my aspie friends were “off” and now I know why ;). We just process our own way and the world wasn’t built for it/ready for it. But now we are building a lot of tech. Wag the dog a bit ;).

I was kind of farmed and taken advantage of for 13 years (first 3 permatemp) because I didn’t know what I was other than high-performing. I never pushed for the salary others were making or even credit for all of my work. My employers both laid me off while on leave - COWARDS. I had to go on leave for exhaustion more than once. Employers do not always share our tendency toward loyalty. They are often aware of how to manipulate us. Try not to take it personally. It is not a shortcoming on our part. Just a different connection. If you are like me, you love the code. Some people like the money they make from our passions too.

Not all anyone, of course, but greed and exploitation seem a little more free and easy these days, unfortunately.

I’m sorry this happened to you. But nothing is *wrong* with you. We are all born perfect, with our own strengths and weaknesses. Nature decides. We just have to roll with the hand we are dealt.

I was diagnosed with ADHD in my 30s, and it looks like I went for the high score on self-tests for ASD just a few months back (nearly 20 years later - let’s say I missed some jokes over the years). We all had to adapt to things kids today are lucky to get help with (if they can even get in for diagnosis). A menagerie of coping mechanisms. Considering we were often misunderstood and even punished because of neurodiversity, the fact that we can find cool work we are good at and each other for support, we are doing okay….mostly.",,2024-09-19 22:02:51,https://www.fishbowlapp.com/post/known-something-was-wrong-with-me-as-far-back-as-i-can-remember-some-exceptional-abilities-stem-but-serious-deficits,1.0,92.0,30.0
,Autism,Other,an Associate 1,a year,It may be tough given your background but some companies do hire people with a record. Maybe start there.,,2024-09-19 22:03:14,https://www.fishbowlapp.com/post/so-i-have-a-degree-in-cybersecurity-and-i-am-undertaking-a-coding-bootcamp-i-cant-get-a-job-due-to-a-criminal-record-in-the-cybersecurity,1.0,93.0,31.0
,Autism,Other,a Consultant 1,2 months,"I know things were delayed post-COVID for autism clinical diagnosis, but I wasn’t aware of wait times for ABA. I think it should be similar for all states, but I have heard that CO, NY, NJ, and MA are very supportive states for kids with special needs. Early intervention is most helpful in the case of autism, so I would recommend getting added to the waitlist of the center you like and, in parallel, enrolling wherever they have a slot. You can cold call ABA centers and ask them if they have availability. Along with ABA, speech therapy, OT, and PT might also be helpful. Lastly, check out this book, which teaches how to manage behavior issues.

https://www.amazon.com/dp/0578472325?ref=ppx_pop_mob_ap_share",,2024-09-19 22:04:02,https://www.fishbowlapp.com/post/i-have-3-kids-4-2-and-1-the-eldest-is-autistic-and-non-verbal-the-second-kid-does-not-stop-talking-even-makes-4-word-sentences,1.0,95.0,32.0
,Autism,Other,a Senior Consultant 1,3 months,"Do you have a link that shares more about the mission, values, and goals for this event?",,2024-09-19 22:06:56,https://www.fishbowlapp.com/post/were-excited-to-announce-our-attendance-at-the-upcoming-fajitas-faith-event-hosted-by-edwards-family-entertainment,1.0,99.0,33.0
,Autism,Other,a Vice President 1,a year,"The only disclosure issue I see here is potential heritability for the children.

You’re never entitled to know all of the details of someone’s (even a spouse) medical history unless they consent.

You finding this out changes nothing about the state of your marriage or who they are as a person, they are separate issues.",12,2024-09-19 22:25:20,https://www.fishbowlapp.com/post/if-after-12-years-of-marriage-and-a-kid-or-two-your-spouse-came-out-as-a-high-functioning-autistic-person-wwyd-consider-their,1.0,103.0,1.0
,Autism,Other,a Vice President 1,a year,Agreed. You knowing their diagnosis doesn't change their past behavior towards you.,,2024-09-19 22:25:21,https://www.fishbowlapp.com/post/if-after-12-years-of-marriage-and-a-kid-or-two-your-spouse-came-out-as-a-high-functioning-autistic-person-wwyd-consider-their,2.0,103.0,2.0
,Autism,Other,Deloitte 1,a year,"It’s not medical history, it’s a major condition and yes, you’re entitled to know your partner’s medical condition that impacts their ability to function and behavior, and in turn impacts your life…and most certainly need to disclose that when you plan for and have kids.","10
reactions",2024-09-19 22:25:21,https://www.fishbowlapp.com/post/if-after-12-years-of-marriage-and-a-kid-or-two-your-spouse-came-out-as-a-high-functioning-autistic-person-wwyd-consider-their,3.0,103.0,3.0
,Autism,Other,a Senior Vice President 1,a year,"Shouldn't this have been something you were able to discover on your own during the due diligence period (dating)? I mean given that the behavior is severe enough to cause a stressful marriage...

Once you said ""I do"" you accepted the condition of the product. I hear there is a return policy, but the restocking fee can be so hefty many choose to just deal with a slightly defective unit.","9
reactions",2024-09-19 22:25:21,https://www.fishbowlapp.com/post/if-after-12-years-of-marriage-and-a-kid-or-two-your-spouse-came-out-as-a-high-functioning-autistic-person-wwyd-consider-their,4.0,103.0,4.0
,Autism,Other,EY 1,a year,"D1 you have no right to other people’s body, married or not. This information does absolutely nothing for you, and who they are as a person is unchanged whether you know or don’t know.

There is a reason privacy laws prevent medical professionals from telling anyone other than the patient.

Also before you say any other nonsense, high functioning autism is not an illness. If you didn’t notice it in the first 12 years of marriage, the argument that it noticeably impairs your life doesn’t hold much weight. It’s just a scapegoat for problems at that point.","2
reactions",2024-09-19 22:25:21,https://www.fishbowlapp.com/post/if-after-12-years-of-marriage-and-a-kid-or-two-your-spouse-came-out-as-a-high-functioning-autistic-person-wwyd-consider-their,5.0,103.0,5.0
